Seq_id	Size	Description
1	4530125	NZ_CP006758.1
2	4502257	NZ_CP006794.1
3	4639390	CP045640.1
4	4553586	NC_014029.1
5	4636496	NZ_CP033690.1
6	4708493	NZ_CP033699.1
7	4708024	NZ_CP009906.1
8	4501786	NZ_CP009935.1
9	4653728	NC_003143.1
10	4546217	NZ_CP045149.1
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
6	+	1708338	1719439	11102
7	+	4318709	4329809	11101
9	+	1310546	1321342	10797
10	-	2991380	2980279	11102
--------------------------------------------------------------------------------
Block #146
Seq_id	Strand	Start	End	Length
1	-	686912	681861	5052
2	-	1315049	1309998	5052
3	-	4412344	4407293	5052
4	+	58175	63227	5053
6	-	4392037	4386986	5052
7	-	2293979	2288928	5052
--------------------------------------------------------------------------------
Block #147
Seq_id	Strand	Start	End	Length
1	-	2933909	2923950	9960
2	+	3620575	3630534	9960
3	+	1951700	1961659	9960
4	-	2247807	2237848	9960
5	+	3253364	3263323	9960
8	+	3267724	3277342	9619
9	+	2365697	2375656	9960
10	-	2186737	2176778	9960
--------------------------------------------------------------------------------
Block #148
Seq_id	Strand	Start	End	Length
2	+	2424105	2438676	14572
3	-	473045	458447	14599
4	-	876921	862323	14599
5	+	1668104	1682691	14588
6	-	4201768	4187170	14599
7	-	2103710	2089112	14599
9	-	1123006	1108408	14599
10	-	3517452	3502859	14594
--------------------------------------------------------------------------------
Block #149
Seq_id	Strand	Start	End	Length
2	-	2399724	2348860	50865
3	+	497415	548236	50822
4	+	901301	952419	51119
5	+	1887752	1938582	50831
6	+	4226861	4277961	51101
7	+	2128804	2179899	51096
9	-	857426	810734	46693
10	+	3541834	3588531	46698
--------------------------------------------------------------------------------
Block #150
Seq_id	Strand	Start	End	Length
2	-	2411126	2400688	10439
3	+	486013	496451	10439
4	+	889900	900337	10438
5	-	1655125	1644687	10439
6	+	4215459	4225897	10439
7	+	2117401	2127808	10408
9	+	1135985	1146423	10439
10	+	3530432	3540870	10439
--------------------------------------------------------------------------------
Block #151
Seq_id	Strand	Start	End	Length
1	+	3063964	3073783	9820
3	+	2503784	2513601	9818
5	-	3126612	3116795	9818
6	-	2006127	1996315	9813
7	-	4616485	4606673	9813
8	+	3625913	3635705	9793
9	-	2236266	2226447	9820
--------------------------------------------------------------------------------
Block #152
Seq_id	Strand	Start	End	Length
1	+	3094291	3164606	70316
3	+	2534132	2605091	70960
5	-	3097025	3028025	69001
6	-	1975784	1904830	70955
7	-	4586142	4515188	70955
8	-	3226782	3157775	69008
9	-	2205916	2136917	69000
--------------------------------------------------------------------------------
Block #153
Seq_id	Strand	Start	End	Length
1	+	3921677	3931184	9508
4	-	860872	851305	9568
6	+	3870220	3879773	9554
7	+	1772172	1781725	9554
8	+	1209035	1218442	9408
9	-	809279	799705	9575
10	-	3500059	3490524	9536
--------------------------------------------------------------------------------
Block #154
Seq_id	Strand	Start	End	Length
1	-	3091461	3078808	12654
3	-	2531302	2518649	12654
5	+	3098364	3111036	12673
6	+	1978614	1991267	12654
7	+	4588972	4601625	12654
8	+	3228139	3240774	12636
9	+	2208746	2221399	12654
--------------------------------------------------------------------------------
Block #155
Seq_id	Strand	Start	End	Length
3	-	983838	968345	15494
4	-	1386351	1370858	15494
5	-	2374210	2358717	15494
6	-	1734933	1719440	15494
7	-	4345303	4329810	15494
10	+	2964785	2980278	15494
--------------------------------------------------------------------------------
Block #156
Seq_id	Strand	Start	End	Length
1	-	1230874	1223621	7254
8	+	34621	41874	7254
--------------------------------------------------------------------------------
